	sentence	word_labels
1764	Anayasa Mahkemesi ve yasalar dışında hiçbir şey bizi bağlamaz	I-ORG I-ORG O O O O O O O
1765	İlgilendirmez de	O O
1766	- Eğitici konumdasınız , aynı zamanda	O O O O O O
1767	Nasıl ilgilendirmez	O O
1768	- İlgilendirmez derken , şunu diyorum : Tanrı ile insan arasındaki hususlar , hukuk devletinde , kamu düzenine yansıttırılmaz	O O O O O O O O O O O O O O O O O O O
1769	Yansıtılmaz	O
1770	Öğrencileri eğitmek görevimiz	O O O
1771	Ama Anayasa Mahkemesi kararlarını uygulamada kararlıyız	O I-ORG I-ORG O O O
1772	- Ben , kuralı tartışmıyorum	O O O O O
1773	Yöntemi soruyorum	O O
1774	Bu yöntemle bir yere varılabilir mi	O O O O O O
1775	- Varıldığı kadar varılacaktır	O O O O
1776	Herkese görev düşüyor	O O O
1777	En başta siyasilere	O O O
1778	Bunu siyasi malzeme yapmak ; ülkeye yapılacak en büyük kötülük	O O O O O O O O O O
1779	Sizlere görev düşüyor	O O O
1780	Bunun magazin tarafı yok	O O O O
1781	Hukuk devletinde , hukukun yerine getirilmesi için yapılan bir uygulama	O O O O O O O O O O
1782	Herkesin destek olması lazım	O O O O
1783	Hata geçmişteki zikzak	O O O
1784	- İlahiyat Fakültesi'nden Prof. Beyza Bilgin ,' Başörtüsü tartışması , baş örtmek için mi , olay yaratmak amacıyla mı patlak vermiştir ; bunu çözememişimdir .	O I-ORG I-ORG O I-PER I-PER O O O O O O O O O O O O O O O O O O O
1785	""" diyor"	O O
1786	Siz çözebildiniz mi	O O O
1787	- Beyza Bilgin , değerli bir bilim insanı	O I-PER I-PER O O O O O
1788	Söylediklerinde hakikat payı var	O O O O
1789	Bizim tespitlerimize göre de , gençler içinde muhtelif gruplar var	O O O O O O O O O O
1790	Mesela , öyle yetişmiş bir grup var	O O O O O O O
1791	Art niyeti yok	O O O
1792	Ama bir kesim , Atatürk ilkelerini değiştirmenin mücadelesi içinde	O O O O I-PER O O O O
1793	Başka bir grup da , TC ilkelerini değiştirmeyi hayal edenlerin , şu ya da bu şekilde kullandığı gruplar	O O O O O I-LOC O O O O O O O O O O O O
1794	"- Prof. Bilgin "" türbanın "" geçmişini şöyle özetliyor : "" İlk olay , 67'de İlahiyat Fakültesi'nde çıktı ."	O O I-PER O O O O O O O O O O O O I-ORG I-ORG O O
1795	İnkılap Tarihi hocası , sınıftan kızı attı .	O O O O O O O O
1796	Ertesi gün , karşısında başını örtmüş 5 kız buldu .	O O O O O O O O O O
1797	Ardından disipline verilen iki öğrenci , okuldan atıldı .	O O O O O O O O O
1798	Olay büyüdü .	O O O
1799	Gösteriler başladı .	O O O
1800	Öğrenci her seferinde başını daha fazla örttü .	O O O O O O O O
1801	""" Üzerlerine gidilmeseydi , mesele bu boyuta gelir miydi"	O O O O O O O O O
1802	- Ben spekülasyon yapmam	O O O O
1803	Pozisyonum itibarıyla , kurumsal değer taşımayan fikirler beyan etme özgürlüğünü kendimde görmüyorum	O O O O O O O O O O O O
1804	Görevim , hukuk devletinin gereklerini yapmak	O O O O O O
1805	- Üniversite , her şeyin tartışıldığı bir forum değil mi	O O O O O O O O O O
1806	- Bundan kaçınmam	O O O
1807	Ama işin bir cephesi daha var	O O O O O O
1808	Ülkenin yasal mevzuatı , yüksek yargı organlarının verdiği kararlar mutlaka yerine getirilmeli	O O O O O O O O O O O O
1809	Yasalar üniversitelerde geçerli değildir anlayışını kabul etmem	O O O O O O O
1810	Özgürlüğün sınırı	O O
1811	"- Varlığını teyit ettiğiniz ,' masum türbanlı kesimin "" öğrenim özgürlüğü bu durumda , elinden alınmış olmuyor mu"	O O O O O O O O O O O O O O O O O O
1812	- Bir , doğuştan sahip olduğunuz insan hakları , vatandaş olmanızdan dolayı sahip olduğunuz haklar , özgürlükler ve kısıtlamalar var	O O O O O O O O O O O O O O O O O O O O
1813	Bir de kendi arzunuzla gönüllü katıldığınız kuruluşlar var	O O O O O O O O
1814	Gönüllü geliyorsunuz buraya	O O O
1815	"Kimse sizi ,' Gel üniversite oku "" diye zorlamıyor"	O O O O O O O O O
1816	Gönüllü katıldığınız kamu kuruluşlarındaki haklar ile , vatandaşlık hakları arasında fark var	O O O O O O O O O O O O
1817	Arzunuzla geldiğiniz bir kuruluşta , hak ve özgürlüklerinizin yanısıra ; kısıtlamalara da tabisiniz	O O O O O O O O O O O O O
1818	- Devlet , tüm vatandaşlara eğitim vermekle mükellef değil mi	O O O O O O O O O O
1819	- Mükellef ama kurallar dahilinde	O O O O O
1820	Üniversiteye bilerek geliyor	O O O
1821	Anayasa Mahkemesi'nin kararları , kanunları var	I-ORG I-ORG O O O O
1822	- İnsanların eğitim özgürlüğü ne olacak	O O O O O O
1823	- Özgürlük yasayla sınırlı	O O O O
1824	Sınırsız özgürlük diye bir şey yok demokrasilerde	O O O O O O O
1825	- Tamam ama bir de temel haklar var	O O O O O O O O
1826	Sağlık gibi , eğitim gibi	O O O O O
1827	Vatandaşın hizmet almak hakkı var	O O O O O
1828	O hak ne olacak	O O O O
1829	- Belli şartları var bunun	O O O O O
1830	O şartları sağlayamayanlar , hizmeti alamayacak	O O O O O O
1831	- Sayın Gürüz , türbanın siyasi İslam'ın simgesine dönüştürüldüğünü ben de görüyorum	O O I-PER O O O O O O O O O
1832	Ama o kitle içinde , - küçük bir kesim de olsa - sahiden böyle yaşamak isteyen ve aynı zamanda eğitim almak isteyenler de var	O O O O O O O O O O O O O O O O O O O O O O O O
1833	Onlar ne olacak	O O O
1834	- Eğitim alamayacak	O O O
1835	Tüm gençlerimizi eğitmek için , elimizden gelen gayreti sonuna dek göstereceğiz	O O O O O O O O O O O
1836	Ama bunun sınırları , yüksek yargı organlarının verdiği kararları	O O O O O O O O O
1837	O kararların gereği , subjektif mülahazalarla sulandırılır , uygulanamaz hale getirilirse , kaos olur	O O O O O O O O O O O O O O
1838	Buraya gelen , bunun kurallarını bilerek geliyor	O O O O O O O
1839	Demokrasilerde , kuralları bilmiyordum diye bir mazeret yok	O O O O O O O O
1840	- 28 Şubat bu mücadeleyi hızlandırdı mı	O O O O O O O
1841	- Bu konuda bize kimseden telkin gelmedi ; ima dahi yapılmadı	O O O O O O O O O O O
1842	22 kişilik YÖK ve 68 rektörden oluşan , Rektörler Komitesi başkanıyım	O O I-ORG O O O O O I-ORG I-ORG O
1843	Bize hiçbir kişi , çevre , kurum ve kuruluştan ; telkin , direktif , ima yoluyla en ufak talep gelmedi	O O O O O O O O O O O O O O O O O O O O
1844	Profesöre 1500 dolar	O O O
1845	- YÖK'ün en büyük sorunu türban mı	O I-ORG O O O O O
1846	Başka sorunlarınız yok mu	O O O O
1847	- Bizim açımızdan bu mesele kapanmıştır	O O O O O O
1848	Gündemimizde böyle bir mesele yok	O O O O O
1849	Üzerinde yoğunlaştığımız asıl büyük sorunlar , yüksek öğretimde okullaşma oranının % 25'e çıkartılması - ki bu oran Türkiye'de % 16. Bilimsel potansiyeli , ekonomiye doğrudan katkı yapar hale dönüştürmek ; yani katma değer yaratma yönünde kanalize etmek ; ve üniversite öğrenimini İnternet'le desteklemek	O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O O O O O O O O O O O O O O O I-ORG O
1850	- Türbanlı öğrenci , ilerde İnternet'le üniversite diploması alabilecek mi	O O O O O I-ORG O O O O
1851	- İnternet'le diploma , ABD'de belki kısa dönemde gerçekleşebilir ama sanal üniversiteden diploma , bizim için görünür gelecekte mümkün değil	O I-ORG O O I-LOC O O O O O O O O O O O O O O O
1852	İnternet bizde örgün öğrenime destek olacak	I-ORG O O O O O
1853	"- "" Cüzdanla vicdan arasında sıkışanlar "" yalnız yargı mensubu mu"	O O O O O O O O O O O
1854	Öğretim üyelerinin maaşları ne olacak	O O O O O
1855	- Profesör maaşı 900 dolar	O O O O O
1856	Bu çok düşük	O O O
1857	Bu maaşın 1500 dolar düzeyine çıkartılmasını öneriyoruz biz	O O O O O O O O
1858	Ve ucu açık olsun istiyoruz	O O O O O
1859	Üst sınır , performansa göre , 10 bin dolara çıkabilmeli	O O O O O O O O O O
1860	- Özel üniversite ve devlet üniversitesi arasında , maddi imkan açısından açılan uçurum nasıl kapanacak	O O O O O O O O O O O O O O O
1861	Devlet üniversitesinin standardı nasıl korunacak	O O O O O
1862	- Devlet üniversitelerimiz , vakıf üniversiteleriyle rekabet etmek durumunda	O O O O O O O O O
1863	Türkiye'de de , bu anlayış yerleşmeye başladı	I-LOC O O O O O O
1864	Ama devlet üniversitelerinin tabi olduğu idari ve mali mevzuat rekabeti imkansız kılıyor	O O O O O O O O O O O O
1865	Tasavvur edemediğiniz bürokratik engeller var karşınızda	O O O O O O
1866	Meclis'e bir yasa değişikliği önerdik	O O O O O
1867	1993'de , öğrenci başına , devlet üniversitelerine aktarılan kaynaklar , 2658 dolardı	O O O O O O O O O O O O
1868	Bugün , 1509 dolar	O O O O
1869	Biz bu miktarın , 3 bin dolara çıkarılmasını istiyoruz	O O O O O O O O O
1870	- Üniversite sınavını , tek aşamaya indirdiniz	O O O O O O O
1871	Neden	O
1872	Dersanelere giden kaynak , yüksek öğrenime kayabilecek mi	O O O O O O O O
1873	- İlk basamakla , 2. basamak sonuçlarında yüksek koralasyon bulduğumuz için yaptık bunu	O O O O O O O O O O O O O
1874	Ve 2. basamağı kaldırdık	O O O O
1875	Tek sınava hazırlanmak için de , lise öğrenimi kafi olacak	O O O O O O O O O O
1876	Biz bir de ortaöğretim başarı puanını ölçeceğiz	O O O O O O O
1877	TÜSİAD Yüksek İstişare Konseyi Başkanı Bülent Eczacıbaşı , bu yıl toptan eşya enflasyonu tahminlerinin yüzde 68 , önümüzdeki yıl ise yüzde 72 olduğunu söyledi	I-ORG I-ORG I-ORG I-ORG O I-PER I-PER O O O O O O O O O O O O O O O O O
1878	TÜRK Sanayici ve İşadamları Derneği'nin Yüksek İstişare Konseyi Başkanı Bülent Eczacıbaşı az konuşmasıyla tanınır	I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O I-PER I-PER O O O
1879	Konuştuğu zamansa mutlaka söyleyeceklerini bir kaç kez tartar ve oldukça titizlenir	O O O O O O O O O O O
1880	Bülent Eczacıbaşı'nın dünyada yaşanan kriz ve Türkiye'ye etkileri üzerine yaptığı tespitler oldukça çarpıcı	I-PER I-PER O O O O I-LOC O O O O O O
1881	Beni Eczacıbaşı'nın tespitleri arasında en çarpan enflasyon konusundaki tahminleri	O I-PER O O O O O O O
1882	Eczacıbaşı bu yılki toptan eşya enflasyonunun yüzde 68 , önümüzdeki yıl ise yüzde 72 olacağı tahminini yapıyor	I-PER O O O O O O O O O O O O O O O O
1883	Küresel kriz	O O
1884	Geçen yıl Uzakdoğu'da başlayan krizin Türk Ekonomisi üzerinde önemli etkileri olmayacağı düşünülmüştü	O O I-LOC O O O O O O O O O
1885	Bu analizin temelinde bu ülkelerle olan sınırlı ticaret hacmimiz vardı	O O O O O O O O O O
1886	Krizin olumsuz etkilerinin ancak bu ülkelerle rekabet içinde olduğumuz sektörlerde görüleceği varsayılmıştı	O O O O O O O O O O O O
1887	Bu açıdan baktığımızda , Rusya'da yaşanan gelişmelerin ekonomimiz açısından çok önemli olduğunu görüyoruz	O O O O I-LOC O O O O O O O O
1888	Rusya ile kayıtlara geçen mal bazında ticaretimiz 1997'de 4 milyar doların üzerinde oldu	I-LOC O O O O O O O O O O O O
1889	Buna bavul ticaretini ve turizm gelirlerini de eklediğimizde iki ülke arasındaki ticaret hacmi için 6 - 7 milyar dolar düzeyinde çok önemli bir rakama varıyoruz	O O O O O O O O O O O O O O O O O O O O O O O O O
1890	Ayrıca , krizin Doğu Avrupa ülkelerinde ve ticari ilişkilerimizin güçlü olduğu BDT ülkelerinde yaratacağı olumsuz etkileri de gözönüne alınınca , Türk ekonomisinin ağır bir baskı altına gireceği ortaya çıkıyor	O O O I-LOC I-LOC O O O O O O I-LOC O O O O O O O O O O O O O O O O O
1891	Olumsuz etkiler , reel ekonomide kendini belirli bir zaman ağırlığı ile hissettirecektir	O O O O O O O O O O O O
1892	Finansal piyasalar üzerinde ise ağır baskı hemen hissedilmeye başlandı	O O O O O O O O O
1893	Türkiye dışa açık ekonomisiyle , dış şoklardan olumsuz etkilenebilecek konumda	O O O O O O O O O O
1894	Son üç yılda yakalanan yüksek düzeydeki büyüme büyük ölçüde özel kesimin sağladığı dış kaynakla finanse edilmişti	O O O O O O O O O O O O O O O O
1895	Oluşabilecek global kriz ortamında Türkiye gibi gelişmekte olan piyasalara aktarılacak fon kaynakları çok sınırlı kalabilir	O O O O I-LOC O O O O O O O O O O
1896	Yurtiçi tasarrufları yetersiz olan bir ekonomi gelişmesi için gerekli olan yabancı kaynaklardan da mahrum kalırsa ciddi sorunlar ortaya çıkabilir	O O O O O O O O O O O O O O O O O O O
1897	Dış açığın finansmanında zorlanılması halinde diğer ülkelerde meydana gelen olayların ülkemizde de yaşanmaması için Asya'daki ve Rusya'daki gelişmelerin sağlıklı tahlili ve gerekli önlemlerin alınması zorunludur	O O O O O O O O O O O O O O I-LOC O I-LOC O O O O O O O O
1898	Özetle , kısa dönemde Rusya krizinin mutlaka olumsuz etkilerini yaşayacağımızı düşünüyorum	O O O O I-LOC O O O O O O
1899	Rusya'daki krizin siyasi boyutları da çok önemli ve ekonomik darboğazların kısa sürede aşılmasını güçleştiriyor	I-LOC O O O O O O O O O O O O O
1900	Siyasi çalkantılar , krizin giderek ağırlaşmasına da yol açabilir	O O O O O O O O O
1901	Ancak Rusya bir ticaret partneri , pazar ve yatırım alanı olarak Türkiye için her zaman çok önemli olacak	O I-LOC O O O O O O O O O I-LOC O O O O O O
1902	Rusya , geniş iç pazarı , doğal kaynakları , büyük ölçüde tamamlanmış alt yapısı ile gerek ticaret gerekse yatırımlar açısından gö zardı edemeyeceğimiz bir ülkedir	I-LOC O O O O O O O O O O O O O O O O O O O O O O O O
1903	Bu ülke ile ilişkilerimiz gelecek için çok şeyler vaadediyor	O O O O O O O O O
1904	Önlemlerimizi alalım , geleceğe umutla bakalım	O O O O O O
1905	Çin'in durumu	I-LOC O
1906	Uzakdoğu Asya'da yaşanan son gelişmeler , bu bölgede bundan bir yıl önce başlayan finansal krizin ağırlaşarak devam ettiğini ve tüm dünyaya yayılma potansiyeli taşıdığını açıkça gösterdi	I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O
1907	Uzakdoğu kaplanları olarak bilinen ülkelerde gelişen kriz ortamının Japon ekonomisinden alınan son sinyallerle birlikte yeni bir dönemece girmek üzere olduğu gözleniyor	I-LOC O O O O O O O O O O O O O O O O O O O O
1908	Japon ekonomisi ağır bir durgunlukla karşı karşıya ve ekonomiyi canlandırmak üzere hazırlanan paketler başarılı olmadı	O O O O O O O O O O O O O O O
1909	Bu durum uluslararası döviz piyasalarında Japon para birimi Yen'in hızla değer kaybetmesine neden oldu ve Uzakdoğu'daki sorunlar zincirine yeni bir halka eklenmesine yol açtı	O O O O O O O O O O O O O O O I-LOC O O O O O O O O
1910	Japonya'daki durgunluk , bu ülke ile yüksek düzeyde ticaret hacmine sahip olan sorunlu Asya ekonomilerinin düzlüğe çıkmasını zorlaştırdı	I-LOC O O O O O O O O O O O O I-LOC O O O O
1911	Bölge ülkelerine yapılan Japon yatırımları da ciddi düzeyde azaldı	O O O O O O O O O
1912	Diğer yandan , Yen'in değer kaybı diğer pazarlarda bu ülkelerin rekabet güçlerini de azaltıyor	O O O O O O O O O O O O O O
1913	Tayland , Malezya , Endonezya , G. Kore krizi en derin şekilde yaşıyorlar	I-LOC O I-LOC O I-LOC O I-LOC I-LOC O O O O O
1914	Bu gelişmelerden bölgede önemli bir güç olan Çin ve ona bağlı özerk statüdeki Hong Kong'da ciddi düzeyde etkileniyor	O O O O O O O O O O O O O I-LOC I-LOC O O O
1915	Yen'in hızlı değer kaybı karşısında , Renminbi'nin devalüe edilmesi olasılığı artıyor	O O O O O O O O O O O
1916	Öte yandan , Japonya'daki gelişmelerden olumsuz etkilenen Hong Kong için de benzer senaryolar üretiliyor	O O O I-LOC O O O I-LOC I-LOC O O O O O
1917	Burada da para kurulu çerçevesi işleyen sabit kur rejimi spekülatif baskılar altında	O O O O O O O O O O O O
1918	Para kurulunun Hong Kong dolarını koruyamayacak duruma düşmesi gözleri hemen Arjantin'deki benzer uygulamaya çevirebilir ve Latin Amerika'da da yaşanan olumsuz gelişmelerin şiddetini artırmasına neden olabilir	O O I-LOC I-LOC O O O O O O I-LOC O O O O I-LOC I-LOC O O O O O O O O
1919	Kriz ve bizim hükümet	O O O O
1920	Kriz durumunda hükümetlerin finansal piyasalara müdahalelerde bulunarak yapay fiyatlara yol açmasının krizleri engellemek yerine derinleştirdiğini bir kez daha gördük	O O O O O O O O O O O O O O O O O O O
1921	Bu bakımdan hükümetin fiyatların serbest piyasa ortamında oluşmasına fırsat vermesi doğru bir yaklaşımdır	O O O O O O O O O O O O O
1922	Buna rağmen üç yıllık program çerçevesinde oluşturulan vergi reformunun bazı maddeleri piyasaların işleyişini bozmaktaydı	O O O O O O O O O O O O O O
1923	Hükümet bunların bir kısmını geri çekerek ve esnek bir tutum ortaya koyarak kanımca doğru olanı yaptı	O O O O O O O O O O O O O O O O
1924	Tabii eleştirilmesi gereken bazı konular da var	O O O O O O O
1925	Dünyada yayılmakta olan kriz karşımıza yeni çıkmadı	O O O O O O O
1926	En az bir yıldan beri krizin muhtemel etkileri tartışılmakta	O O O O O O O O O
1927	Bu koşullar karşısında önlem alınması gerekirken tam tersine mali piyasaları olumsuz etkileyeceği çok açık olan düzenlemeler getirmenin hiç zamanı değildi	O O O O O O O O O O O O O O O O O O O O
1928	"Şimdi , birincisi ,' dünyadaki kriz bizi etkilemez "" gibi hayallerden uzak durmak ve koşullar gerektirdiğinde esnek tutumu sürdürerek tedbirleri hemen , zamanında almak gereklidir"	O O O O O O O O O O O O O O O O O O O O O O O O O
1929	Üçüncü söylemek istediğim de bunlarla bağlantılı : Önümüzdeki en büyük tehlike ekonomide siyasi nedenlerle populist uygulamalara hız verilmesidir	O O O O O O O O O O O O O O O O O O
1930	Ekonomi yönetiminde ciddiyetten uzaklaşılmadığı takdirde Türk ekonomisinin çok ciddi bir kriz tehlikesi ile karşı karşıya olduğuna inanmıyorum	O O O O O O O O O O O O O O O O O
1931	Eczacıbaşı Grubu'nun tahminleri : & 1998 1999. TEFE : 68 72. Yıl ortalaması : 76 71. Yıl sonu dolar kuru : 338.500 576.000. Mark Kuru : 188.000. Enflasyon beklentisi	I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O
1932	Eczacıbaşı Topluluğu'nda bütçe ve planlarımızda kullandığımız toptan eşya fiyat endeksindeki gelişme tahminimiz yılbaşı - yılsonu olarak yüzde 68 , 1998 yıl ortalaması olarak da yüzde 76 idi	I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O
1933	Yılsonu Dolar kuru 338.500 TL , Mark kuru ise 188.000 TL tahmin edilmişti	O O O O O O O O O O O O O
1934	Bu tahminlerde şimdilik herhangi bir değişiklik yapmayı düşünmüyoruz	O O O O O O O O
1935	1999 yılı tahmini olarak kullandığımız toptan eşya fiyatları endeks varsayımımız yılbaşı - yılsonu yüzde 72 , yıl ortalaması yüzde 71'dir	O O O O O O O O O O O O O O O O O O O O
